ID,label
1204,7
1205,7
1206,4
1207,0
1208,1
1209,4
1210,1
1211,3
1212,2
1213,7
1214,5
1215,4
1216,8
1217,7
1218,6
1219,6
1220,0
1221,4
1222,4
1223,8
1224,5
1225,5
1226,7
1227,7
1228,6
1229,3
1230,7
1231,3
1232,0
1233,8
1234,5
1235,7
1236,1
1237,6
1238,5
1239,8
1240,6
1241,7
1242,5
1243,5
1244,0
1245,5
1246,7
1247,2
1248,0
1249,4
1250,2
1251,4
1252,2
1253,6
1254,0
1255,2
1256,2
1257,6
1258,4
1259,6
1260,5
1261,7
1262,1
1263,0
1264,3
1265,5
1266,3
1267,5
1268,7
1269,4
1270,6
1271,5
1272,3
1273,1
1274,8
1275,4
1276,2
1277,3
1278,7
1279,3
1280,5
1281,6
1282,7
1283,7
1284,5
1285,6
1286,8
1287,7
1288,1
1289,4
1290,8
1291,8
1292,1
1293,7
1294,2
1295,6
1296,4
1297,2
1298,4
1299,4
1300,3
1301,6
1302,3
1303,6
1304,8
1305,4
1306,4
1307,6
1308,6
1309,1
1310,6
1311,4
1312,6
1313,3
1314,2
1315,6
1316,4
1317,3
1318,5
1319,2
1320,4
1321,3
1322,2
1323,4
1324,0
1325,8
1326,7
1327,0
1328,0
1329,7
1330,2
1331,5
1332,1
1333,7
1334,5
1335,0
1336,2
1337,1
1338,1
1339,2
1340,7
1341,1
1342,6
1343,4
1344,4
1345,4
1346,3
1347,5
1348,5
1349,0
1350,3
1351,7
1352,5
1353,2
1354,7
1355,6
1356,2
1357,1
1358,0
1359,1
1360,1
1361,3
1362,4
1363,0
1364,2
1365,4
1366,0
1367,5
1368,3
1369,4
1370,2
1371,0
1372,7
1373,3
1374,6
1375,4
1376,0
1377,5
1378,3
1379,5
1380,1
1381,2
1382,8
1383,3
1384,4
1385,8
1386,8
1387,0
1388,3
1389,7
1390,8
1391,6
1392,6
1393,8
1394,4
1395,3
1396,6
1397,8
1398,0
1399,4
1400,0
1401,8
1402,4
1403,3
1404,2
1405,6
1406,6
1407,2
1408,5
1409,3
1410,7
1411,8
1412,3
1413,5
1414,6
1415,8
1416,7
1417,6
1418,0
1419,7
1420,2
1421,4
1422,5
1423,6
1424,4
1425,0
1426,6
1427,7
1428,3
1429,5
1430,4
1431,6
1432,2
1433,4
1434,1
1435,1
1436,8
1437,1
1438,6
1439,4
1440,4
1441,7
1442,4
1443,2
1444,7
1445,3
1446,7
1447,7
1448,6
1449,8
1450,1
1451,3
1452,6
1453,1
1454,7
1455,7
1456,7
1457,5
1458,2
1459,3
1460,6
1461,4
1462,3
1463,2
1464,6
1465,6
1466,6
1467,4
1468,4
1469,0
1470,7
1471,5
1472,4
1473,6
1474,2
1475,6
1476,3
1477,4
1478,2
1479,8
1480,6
1481,3
1482,1
1483,8
1484,3
1485,3
1486,2
1487,2
1488,4
1489,4
1490,3
1491,4
1492,4
1493,4
1494,0
1495,4
1496,1
1497,5
1498,4
1499,6
1500,7
1501,7
1502,0
1503,2
1504,3
1505,3
1506,2
1507,0
1508,3
1509,1
1510,7
1511,0
1512,7
1513,2
1514,3
1515,7
1516,2
1517,4
1518,0
1519,0
1520,2
1521,7
1522,8
1523,5
1524,4
1525,7
1526,3
1527,6
1528,2
1529,4
1530,1
1531,4
1532,2
1533,5
1534,3
1535,4
1536,4
1537,5
1538,4
1539,6
1540,6
1541,8
1542,3
1543,6
1544,4
1545,6
1546,4
1547,6
1548,6
1549,5
1550,0
1551,7
1552,4
1553,2
1554,6
1555,1
1556,6
1557,6
1558,7
1559,4
1560,8
1561,3
1562,4
1563,2
1564,1
1565,5
1566,2
1567,5
1568,4
1569,3
1570,2
1571,5
1572,7
1573,2
1574,7
1575,1
1576,6
1577,4
1578,5
1579,7
1580,0
1581,0
1582,3
1583,2
1584,8
1585,6
1586,4
1587,3
1588,0
1589,2
1590,4
1591,5
1592,5
1593,2
1594,7
1595,7
1596,7
1597,4
1598,6
1599,2
1600,5
1601,6
1602,8
1603,1
1604,6
1605,2
1606,6
1607,5
1608,4
1609,3
1610,6
1611,7
1612,3
1613,7
1614,1
1615,0
1616,6
1617,6
1618,2
1619,1
1620,4
1621,6
1622,5
1623,2
1624,6
1625,6
1626,0
1627,0
1628,6
1629,2
1630,2
1631,0
1632,6
1633,1
1634,3
1635,5
1636,7
1637,1
1638,5
1639,4
1640,4
1641,5
1642,6
1643,6
1644,6
1645,4
1646,4
1647,3
1648,7
1649,2
1650,4
1651,2
1652,3
1653,2
1654,0
1655,6
1656,6
1657,7
1658,6
1659,0
1660,7
1661,3
1662,7
1663,1
1664,3
1665,3
1666,3
1667,4
1668,7
1669,8
1670,3
1671,4
1672,0
1673,7
1674,6
1675,5
1676,1
1677,2
1678,5
1679,2
1680,2
1681,3
1682,4
1683,6
1684,8
1685,1
1686,0
1687,0
1688,7
1689,5
1690,3
1691,4
1692,3
1693,0
1694,1
1695,2
1696,6
1697,4
1698,6
1699,6
1700,5
1701,1
1702,3
1703,8
1704,1
1705,2
1706,3
1707,2
1708,7
1709,1
1710,2
1711,7
1712,2
1713,3
1714,0
1715,7
1716,0
1717,5
1718,7
1719,4
1720,3
1721,8
1722,4
1723,6
1724,3
1725,1
1726,1
1727,6
1728,2
1729,7
1730,0
1731,5
1732,6
1733,2
1734,5
1735,7
1736,7
1737,4
1738,4
1739,0
1740,5
1741,0
1742,5
1743,2
1744,0
1745,5
1746,3
1747,5
1748,2
1749,6
1750,4
1751,2
1752,5
1753,4
1754,7
1755,2
1756,1
1757,0
1758,5
1759,5
1760,8
1761,7
1762,2
1763,0
1764,2
1765,3
1766,6
1767,3
1768,4
1769,5
1770,2
1771,1
1772,5
1773,4
1774,5
1775,4
1776,5
1777,7
1778,4
1779,0
1780,4
1781,1
1782,7
1783,6
1784,3
1785,4
1786,0
1787,7
1788,3
1789,0
1790,4
1791,1
1792,0
1793,1
1794,0
1795,0
1796,7
1797,5
1798,3
1799,8
1800,7
1801,7
1802,3
1803,1
1804,8
1805,7
1806,6
1807,7
1808,4
1809,7
1810,3
1811,0
1812,2
1813,0
1814,5
1815,8
1816,3
1817,7
1818,7
1819,8
1820,6
1821,8
1822,1
1823,7
1824,1
1825,8
1826,5
1827,6
1828,6
1829,8
1830,8
1831,8
1832,2
1833,1
1834,4
1835,2
1836,7
1837,3
1838,0
1839,5
1840,6
1841,4
1842,8
1843,7
1844,2
1845,8
1846,7
1847,1
1848,3
1849,7
1850,7
1851,3
1852,4
1853,0
1854,0
1855,6
1856,8
1857,0
1858,7
1859,4
1860,3
1861,3
1862,6
1863,8
1864,2
1865,7
1866,2
1867,6
1868,3
1869,6
1870,3
1871,2
1872,0
1873,4
1874,5
1875,7
1876,0
1877,4
1878,3
1879,5
1880,1
1881,4
1882,2
1883,4
1884,7
1885,3
1886,8
1887,4
1888,3
1889,6
1890,2
1891,3
1892,3
1893,6
1894,5
1895,3
1896,7
1897,1
1898,3
1899,6
1900,6
1901,7
1902,5
1903,2
1904,4
1905,4
1906,2
1907,2
1908,1
1909,7
1910,3
1911,8
1912,2
1913,2
1914,3
1915,7
1916,8
1917,4
1918,5
1919,6
1920,6
1921,8
1922,3
1923,6
1924,6
1925,6
1926,3
1927,6
1928,1
1929,2
1930,6
1931,7
1932,6
1933,8
1934,5
1935,4
1936,3
1937,0
1938,0
1939,8
1940,6
1941,7
1942,0
1943,6
1944,8
1945,6
1946,6
1947,2
1948,4
1949,6
1950,7
1951,4
1952,5
1953,4
1954,2
1955,5
1956,6
1957,2
1958,2
1959,5
1960,7
1961,5
1962,7
1963,4
1964,3
1965,3
1966,7
1967,7
1968,8
1969,0
1970,6
1971,3
1972,7
1973,8
1974,4
1975,0
1976,4
1977,3
1978,6
1979,8
1980,6
1981,3
1982,4
1983,5
1984,2
1985,2
1986,2
1987,4
1988,1
1989,7
1990,5
1991,4
1992,4
1993,5
1994,7
1995,7
1996,7
1997,3
1998,6
1999,4
2000,7
2001,7
2002,8
2003,1
2004,2
2005,0
2006,6
2007,4
2008,7
2009,6
2010,8
2011,4
2012,2
2013,4
2014,3
2015,8
2016,8
2017,3
2018,4
2019,3
2020,6
2021,4
2022,1
2023,4
2024,6
2025,4
2026,0
2027,3
2028,4
2029,6
2030,2
2031,3
2032,0
2033,3
2034,5
2035,5
2036,2
2037,3
2038,7
2039,7
2040,5
2041,4
2042,4
2043,3
2044,7
2045,7
2046,8
2047,2
2048,8
2049,6
2050,5
2051,0
2052,6
2053,5
2054,1
2055,5
2056,5
2057,4
2058,1
2059,3
2060,0
2061,7
2062,4
2063,2
2064,1
2065,4
2066,8
2067,8
2068,1
2069,6
2070,8
2071,4
2072,3
2073,2
2074,7
2075,2
2076,6
2077,1
2078,0
2079,6
2080,5
2081,1
2082,2
2083,6
2084,5
2085,4
2086,4
2087,3
2088,3
2089,3
2090,6
2091,3
2092,2
2093,6
2094,0
2095,0
2096,4
2097,3
2098,5
2099,6
2100,6
2101,8
2102,0
2103,7
2104,8
2105,5
2106,8
2107,6
2108,4
2109,3
2110,2
2111,7
2112,2
2113,6
2114,5
2115,4
2116,4
2117,5
2118,7
2119,1
2120,5
2121,5
2122,2
2123,0
2124,7
2125,8
2126,6
2127,7
2128,5
2129,1
2130,2
2131,0
2132,6
2133,3
2134,6
2135,8
2136,6
2137,2
2138,5
2139,5
2140,6
2141,5
2142,6
2143,3
2144,4
2145,4
2146,1
2147,6
2148,6
2149,7
2150,6
2151,4
2152,8
2153,1
2154,1
2155,6
2156,2
2157,4
2158,2
2159,4
2160,3
2161,8
2162,6
2163,6
2164,7
2165,5
2166,2
2167,2
2168,4
2169,2
2170,8
2171,0
2172,7
2173,2
2174,3
2175,5
2176,0
2177,4
2178,2
2179,8
2180,1
2181,1
2182,1
2183,1
2184,4
2185,1
2186,6
2187,5
2188,0
2189,6
2190,3
2191,4
2192,1
2193,2
2194,5
2195,3
2196,2
2197,6
2198,4
2199,6
2200,5
2201,7
2202,4
2203,5
2204,5
2205,5
2206,3
2207,5
2208,3
2209,2
2210,4
2211,5
2212,5
2213,4
2214,4
2215,6
2216,6
2217,6
2218,6
2219,5
2220,5
2221,8
2222,6
2223,7
2224,6
2225,7
2226,7
2227,2
2228,5
2229,7
2230,1
2231,4
2232,8
2233,4
2234,8
2235,8
2236,8
2237,3
2238,8
2239,6
2240,4
2241,7
2242,8
2243,8
2244,8
2245,4
2246,2
2247,1
2248,6
2249,7
2250,7
2251,5
2252,8
2253,4
2254,8
2255,1
2256,8
2257,3
2258,8
2259,4
2260,0
2261,3
2262,4
2263,8
2264,4
2265,6
2266,5
2267,5
2268,7
2269,2
2270,1
2271,6
2272,0
2273,2
2274,1
2275,1
2276,6
2277,4
2278,3
2279,2
2280,6
2281,3
2282,1
2283,3
2284,2
2285,6
2286,7
2287,5
2288,5
2289,2
2290,1
2291,2
2292,0
2293,7
2294,6
2295,3
2296,2
2297,4
2298,6
2299,3
2300,5
2301,1
2302,7
2303,6
2304,1
2305,3
2306,7
2307,0
2308,4
2309,1
2310,4
2311,8
2312,0
2313,7
2314,6
2315,4
2316,6
2317,3
2318,6
2319,7
2320,1
2321,7
2322,2
2323,7
2324,5
2325,2
2326,5
2327,3
2328,6
2329,2
2330,6
2331,6
2332,4
2333,2
2334,2
2335,7
2336,1
2337,3
2338,4
2339,7
2340,5
2341,7
2342,3
2343,4
2344,3
2345,6
2346,8
2347,4
2348,1
2349,6
2350,3
2351,4
2352,5
2353,6
2354,3
2355,1
2356,0
2357,6
2358,3
2359,3
2360,4
2361,7
2362,0
2363,3
2364,5
2365,3
2366,3
2367,6
2368,4
2369,6
2370,5
2371,7
2372,6
2373,5
2374,3
2375,3
2376,4
2377,7
2378,8
2379,3
2380,5
2381,7
2382,6
2383,3
2384,0
2385,6
2386,4
2387,4
2388,7
2389,0
2390,5
2391,2
2392,3
2393,1
2394,3
2395,4
2396,3
2397,0
2398,0
2399,8
2400,1
2401,6
2402,5
2403,6
2404,1
2405,8
2406,1
2407,5
2408,0
2409,0
2410,4
2411,6
2412,7
2413,8
2414,3
2415,3
2416,5
2417,0
2418,5
2419,7
2420,6
2421,5
2422,5
2423,3
2424,5
2425,5
2426,3
2427,6
2428,0
2429,7
2430,7
2431,6
2432,2
2433,4
2434,4
2435,4
2436,1
2437,3
2438,3
2439,6
2440,0
2441,0
2442,6
2443,0
2444,6
2445,0
2446,7
2447,4
2448,2
2449,7
2450,7
2451,0
2452,3
2453,7
2454,6
2455,5
2456,1
2457,5
2458,2
2459,6
2460,3
2461,3
2462,7
2463,6
2464,2
2465,8
2466,0
2467,6
2468,3
2469,4
2470,7
2471,0
2472,8
2473,3
2474,7
2475,3
2476,4
2477,6
2478,1
2479,8
2480,7
2481,4
2482,7
2483,4
2484,3
2485,5
2486,3
2487,0
2488,8
2489,5
2490,6
2491,3
2492,8
2493,3
2494,6
2495,2
2496,5
2497,4
2498,4
2499,3
2500,7
2501,2
2502,5
2503,5
2504,4
2505,1
2506,1
2507,8
2508,8
2509,7
2510,4
2511,6
2512,5
2513,6
2514,4
2515,3
2516,3
2517,1
2518,1
2519,8
2520,1
2521,2
2522,0
2523,2
2524,4
2525,4
2526,5
2527,6
2528,8
2529,4
2530,3
2531,5
2532,6
2533,6
2534,2
2535,1
2536,7
2537,7
2538,5
2539,6
2540,7
2541,7
2542,6
2543,3
2544,0
2545,7
2546,5
2547,6
2548,5
2549,4
2550,6
2551,5
2552,1
2553,4
2554,4
2555,5
2556,8
2557,3
2558,5
2559,1
2560,1
2561,0
2562,3
2563,7
2564,5
2565,4
2566,1
2567,1
2568,2
2569,6
2570,6
2571,4
2572,3
2573,7
2574,8
2575,8
2576,2
2577,2
2578,4
2579,1
2580,0
2581,5
2582,2
2583,0
2584,8
2585,7
2586,0
2587,0
2588,7
2589,2
2590,7
2591,5
2592,6
2593,4
2594,5
2595,6
2596,4
2597,0
2598,4
2599,4
2600,5
2601,0
2602,7
2603,7
2604,4
2605,6
2606,4
2607,8
2608,4
2609,4
2610,0
2611,6
2612,0
2613,8
2614,4
2615,6
2616,0
2617,2
2618,0
2619,2
2620,8
2621,4
2622,0
2623,6
2624,6
2625,2
2626,7
2627,3
2628,0
2629,4
2630,7
2631,3
2632,2
2633,2
2634,3
2635,2
2636,7
2637,4
2638,1
2639,6
2640,8
2641,4
2642,4
2643,0
2644,2
2645,6
2646,2
2647,7
2648,6
2649,1
2650,4
2651,4
2652,1
2653,3
2654,3
2655,0
2656,0
2657,5
2658,1
2659,6
2660,8
2661,3
2662,7
2663,1
2664,2
2665,6
2666,7
2667,7
2668,4
2669,6
2670,1
2671,6
2672,6
2673,5
2674,4
2675,4
2676,5
2677,3
2678,3
2679,7
2680,1
2681,0
2682,5
2683,5
2684,6
2685,3
2686,0
2687,5
2688,4
2689,6
2690,4
2691,4
2692,3
2693,3
2694,1
2695,2
2696,4
2697,2
2698,3
2699,6
2700,7
2701,4
2702,6
2703,7
2704,6
2705,3
2706,0
2707,6
2708,4
2709,2
2710,6
2711,3
2712,4
2713,5
2714,5
2715,8
2716,4
2717,4
2718,0
2719,1
2720,0
2721,3
2722,7
2723,7
2724,7
2725,5
2726,6
2727,1
2728,2
2729,2
2730,1
2731,5
2732,7
2733,0
2734,5
2735,6
2736,5
2737,3
2738,7
2739,4
2740,5
2741,3
2742,0
2743,3
2744,0
2745,4
2746,8
2747,5
2748,0
2749,4
2750,6
2751,4
2752,3
2753,0
2754,5
2755,0
2756,0
2757,2
2758,8
2759,2
2760,2
2761,1
2762,6
2763,5
2764,7
2765,5
2766,4
2767,3
2768,5
2769,0
2770,1
2771,5
2772,5
2773,0
2774,7
2775,2
2776,6
2777,8
2778,8
2779,4
2780,7
2781,4
2782,2
2783,8
2784,2
2785,7
2786,3
2787,3
2788,6
2789,6
2790,7
2791,1
2792,4
2793,2
2794,5
2795,7
2796,0
2797,6
2798,5
2799,2
2800,3
2801,7
2802,7
2803,0
2804,7
2805,8
2806,2
2807,5
2808,7
2809,7
2810,7
2811,2
2812,3
2813,2
2814,8
2815,2
2816,4
2817,7
2818,5
2819,8
2820,6
2821,4
2822,8
2823,4
2824,3
2825,4
2826,1
2827,8
2828,7
2829,2
2830,8
2831,2
2832,2
2833,3
2834,7
2835,6
2836,2
2837,2
2838,4
2839,8
2840,2
2841,6
2842,6
2843,4
2844,3
2845,4
2846,6
2847,8
2848,3
2849,7
2850,7
2851,7
2852,5
2853,2
2854,3
2855,7
2856,2
2857,3
2858,0
2859,3
2860,4
2861,7
2862,0
2863,6
2864,2
2865,3
2866,3
2867,5
2868,7
2869,7
2870,7
2871,6
2872,3
2873,2
2874,6
2875,3
2876,6
2877,3
2878,7
2879,2
2880,0
2881,2
2882,2
2883,7
2884,7
2885,7
2886,8
2887,6
2888,3
2889,5
2890,1
2891,4
2892,5
2893,8
2894,2
2895,4
2896,3
2897,6
2898,4
2899,0
2900,3
2901,0
2902,6
2903,6
2904,2
2905,5
2906,3
2907,0
2908,6
2909,4
2910,3
2911,3
2912,8
2913,1
2914,6
2915,3
2916,3
2917,3
2918,5
2919,4
2920,0
2921,6
2922,6
2923,4
2924,1
2925,1
2926,4
2927,5
2928,7
2929,5
2930,3
2931,7
2932,2
2933,3
2934,5
2935,6
2936,0
2937,1
2938,1
2939,0
2940,0
2941,6
2942,4
2943,2
2944,4
2945,4
2946,2
2947,1
2948,0
2949,4
2950,1
2951,7
2952,5
2953,3
2954,6
2955,1
2956,8
2957,6
2958,8
2959,2
2960,1
2961,4
2962,3
2963,0
2964,2
2965,1
2966,3
2967,4
2968,8
2969,6
2970,4
2971,7
2972,4
2973,6
2974,7
2975,8
2976,0
2977,0
2978,4
2979,4
2980,5
2981,5
2982,6
2983,6
2984,3
2985,0
2986,8
2987,6
2988,7
2989,8
2990,1
2991,6
2992,4
2993,5
2994,1
2995,3
2996,5
2997,2
